CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Data_Usage_GB,Payment_Method,Customer_Service_Calls,Churn
2781,32,Male,46,Two year,84.25,12,Electronic check,2,0
2782,23,Male,2,One year,75.22,47,Electronic check,2,0
2783,18,Female,3,Month-to-month,105.47,3,Bank transfer (automatic),2,0
2784,,Male,33,Month-to-month,96.17,113,Electronic check,1,1
2785,55,Female,15,Two year,82.87,202.47355320442202,Bank transfer (automatic),3,0
2786,44,Female,40,Month-to-month,76.6,51,Credit card (automatic),0,0
2787,32,Female,45,Month-to-month,81.92,61,,,1
2788,23,Female,16,Two year,97.69,82,Electronic check,0,0
2789,46,Female,57,One year,38.89,90,Bank transfer (automatic),,0
2790,30,Male,29,Two year,85.49,119,Electronic check,0,0
2791,37,Male,34,Two year,100.48,144,Credit card (automatic),3,0
2792,46,Male,21,One year,69.82,122,Electronic check,0,0
2793,57,Male,17,Two year,72.1,37,Bank transfer (automatic),2,1
2794,18,Male,52,One year,77.47,104,Bank transfer (automatic),1,0
2795,28,Female,18,Two year,68.6,31,Bank transfer (automatic),3,0
2796,45,Male,39,Two year,58.08,37,Bank transfer (automatic),1,0
2797,18,Male,1,Month-to-month,122.17,68,Bank transfer (automatic),5,1
2798,52,Male,37,Two year,80.57,79,Bank transfer (automatic),3,0
2799,64,Female,27,Month-to-month,76.36,82,Electronic check,2,0
2800,70,Female,29,,91.41,40,Electronic check,2,0
2801,61,Male,59,One year,29.22,162,Credit card (automatic),0,0
2802,18,Non-binary,47,Two year,,77,Bank transfer (automatic),0,0
2803,41,Male,35,Month-to-month,25.39,82,Bank transfer (automatic),2,0
2804,31,Female,20,One year,29.17,57,Bank transfer (automatic),1,0
2805,26,Female,32,Month-to-month,117.46,39,Credit card (automatic),18,1
2806,75,Male,33,One year,81.81,87,Credit card (automatic),2,1
2807,43,Male,35,One year,91.92,105,Bank transfer (automatic),2,0
2808,66,Male,31,Month-to-month,66.2,85,Electronic check,0,0
2809,58,Female,55,One year,77.07,103,Credit card (automatic),5,0
2810,29,Female,39,One year,52.67,98,Bank transfer (automatic),1,0
2811,30,Male,29,Two year,70.75,35,Bank transfer (automatic),2,1
2812,69,Female,35,Two year,92.92,128,Credit card (automatic),1,0
2813,44,Female,32,One year,50.6,113,Bank transfer (automatic),2,0
2814,57,Female,67,One year,25.49,110,Credit card (automatic),0,0
2815,54,Male,45,Month-to-month,94.74,91,,0,1
2816,,Non-binary,13,Two year,,,Bank transfer (automatic),4,0
2817,52,Female,58,One year,52.57,118,Credit card (automatic),0,0
2818,,Female,55,Two year,76.19,106,Bank transfer (automatic),0,0
2819,37,Male,22,Month-to-month,130,105,Bank transfer (automatic),1,0
2820,55,Female,9,Month-to-month,55.68,110,Bank transfer (automatic),0,1
2821,33,Male,56,One year,54.95,72,Electronic check,0,0
2822,,Female,11,Month-to-month,62.14,70,Bank transfer (automatic),0,0
2823,21,Female,,Month-to-month,78.65,111,Electronic check,0,0
2824,,Male,58,One year,72.86,99,Credit card (automatic),0,0
2825,47,Male,61,One year,84.31,122,Electronic check,0,0
2826,75,Male,35,Month-to-month,101.14,106,Electronic check,,0
2827,51,Non-binary,52,Month-to-month,74.87,31,Electronic check,2,0
2828,59,Non-binary,50,Two year,70.1,169,Bank transfer (automatic),2,0
2829,65,Male,37,Month-to-month,32.08,98,Credit card (automatic),0,0
2830,18,Female,12,Two year,,214.3026111616456,Electronic check,0,1
2831,40,Male,36,One year,76.8,68,Credit card (automatic),2,0
2832,75,Male,51,Two year,61.3,81,Bank transfer (automatic),1,0
2833,50,Female,17,One year,82.44,54,Bank transfer (automatic),0,0
2834,60,Male,40,Two year,84.85,96,Credit card (automatic),0,0
2835,27,Non-binary,30,Two year,63.84,99,Electronic check,1,0
2836,75,Female,43,One year,79.86,136,Bank transfer (automatic),0,0
2837,50,Male,72,Two year,65.01,54,Electronic check,0,0
2838,61,Male,40,Month-to-month,104.86,89,Electronic check,1,0
2839,52,Female,48,One year,26.1,50,Electronic check,0,0
2840,27,Male,24,Month-to-month,43.57,99,Credit card (automatic),5,0
2841,34,Female,36,Month-to-month,66.38,86,Electronic check,1,0
2842,32,Male,48,One year,55.04,111,,0,0
2843,25,Female,24,One year,,494.0071779875003,Bank transfer (automatic),0,0
2844,52,Male,37,,66.39,114,Electronic check,1,0
2845,32,Male,43,Two year,39.25,86,Electronic check,2,0
2846,66,Female,39,,45.2,,Electronic check,1,0
2847,25,Male,,Month-to-month,106.45,61,Electronic check,4,1
2848,44,Male,59,Month-to-month,60.01,61,Credit card (automatic),1,0
2849,40,Female,12,Month-to-month,64.93,,Credit card (automatic),0,0
2850,35,Male,46,Month-to-month,65.63,80,Bank transfer (automatic),2,0
2851,62,Female,35,Month-to-month,57.81,80,Bank transfer (automatic),1,0
2852,18,Female,19,,84.6,62,Credit card (automatic),0,0
2853,34,Female,52,Two year,70.79,75,Electronic check,0,0
2854,56,Female,67,One year,77.46,80,Bank transfer (automatic),0,0
2855,32,Female,8,Month-to-month,119.52,52,Electronic check,4,1
2856,55,Female,40,One year,49.11,26,Bank transfer (automatic),2,0
2857,52,Female,41,Two year,60.31,14,Bank transfer (automatic),0,0
2858,68,Male,,Month-to-month,70.79,74,Bank transfer (automatic),0,0
2859,47,Male,57,One year,,117,Bank transfer (automatic),2,0
2860,26,Non-binary,41,One year,86.06,83,,4,0
2861,50,Female,72,One year,89.37,76,Electronic check,0,0
2862,53,Female,72,Month-to-month,87.24,38,Bank transfer (automatic),2,0
2863,74,Male,31,Two year,80.62,115,Bank transfer (automatic),0,0
2864,69,Male,47,One year,59.94,91,Electronic check,1,0
2865,41,Female,30,Month-to-month,108.78,63,Credit card (automatic),2,1
2866,44,Female,16,Two year,51.14,78,Bank transfer (automatic),3,0
2867,36,Female,34,Two year,97.31,83,Credit card (automatic),3,0
2868,41,Male,38,Month-to-month,97.86,56,Electronic check,1,1
2869,47,Male,25,One year,45.3,140,Credit card (automatic),0,0
2870,43,Male,49,,89.69,42,Electronic check,3,0
2871,45,Male,55,One year,64.1,107,Bank transfer (automatic),0,0
2872,,Male,23,Two year,92.92,32,Electronic check,1,1
2873,18,Female,22,Two year,73.02,60,Bank transfer (automatic),1,0
2874,48,Male,42,Two year,88.82,101,Bank transfer (automatic),1,1
2875,,Female,13,Two year,61.19,66,Electronic check,2,0
2876,65,Female,12,Month-to-month,108.8,66,Bank transfer (automatic),0,0
2877,18,Female,30,Two year,73.76,352.2807293012412,Credit card (automatic),,1
2878,58,Male,33,Two year,73.3,34,Electronic check,2,0
2879,45,Male,29,Month-to-month,54.97,43,Bank transfer (automatic),,0
2880,31,Male,28,Two year,,92,Electronic check,3,1
2881,39,Non-binary,35,Month-to-month,89.28,45,Electronic check,2,1
2882,46,Female,21,Two year,64.31,61,Credit card (automatic),0,0
2883,27,Female,39,Two year,90.59,65,,0,0
2884,53,Female,15,Two year,89.73,62,Electronic check,2,0
2885,27,Male,17,Month-to-month,62.66,15,Credit card (automatic),3,0
2886,39,Female,62,One year,61.3,77,Bank transfer (automatic),1,0
2887,31,Male,43,One year,50.46,53,Bank transfer (automatic),0,0
2888,46,Male,58,Month-to-month,92.59,55,Electronic check,5,1
2889,60,Female,37,Two year,72.6,35,Bank transfer (automatic),1,0
2890,34,Female,28,Two year,77.46,65,Bank transfer (automatic),1,0
2891,18,Male,12,Month-to-month,77.98,18,Electronic check,0,1
2892,25,Male,44,Month-to-month,59.85,529.0487962226204,Mailed check,0,0
2893,60,Male,50,Two year,25.82,63,Bank transfer (automatic),0,0
2894,55,Female,62,Month-to-month,71.05,118,Credit card (automatic),0,1
2895,75,Female,72,Two year,20,142,Electronic check,,0
2896,50,Female,1,Month-to-month,60.82,51,Electronic check,2,0
2897,75,Non-binary,45,Two year,63.21,69,Electronic check,0,0
2898,53,Male,22,Month-to-month,89.47,117,Credit card (automatic),5,1
2899,56,Female,25,Two year,129.67,87,,,0
2900,57,Male,17,Two year,,108,Electronic check,0,0
2901,42,Male,69,Month-to-month,43.66,23,Bank transfer (automatic),0,1
2902,31,Male,8,Two year,119.98,402.1407367440121,Electronic check,0,1
2903,26,Male,55,Month-to-month,85.71,79,Bank transfer (automatic),0,0
2904,37,Male,24,Month-to-month,227.54506817705155,109,Bank transfer (automatic),2,0
2905,35,Female,47,One year,48.64,80,Credit card (automatic),0,0
2906,18,Female,8,Two year,78.63,26,Credit card (automatic),2,0
2907,,Male,17,Two year,89.12,97,Credit card (automatic),3,0
2908,43,Male,20,Month-to-month,40.51,37,Credit card (automatic),0,0
2909,42,Male,52,Month-to-month,79.48,96,Credit card (automatic),0,0
2910,44,Female,40,One year,100.22,108,,0,0
2911,46,Male,36,One year,48.06,92,,0,0
2912,55,Non-binary,38,Month-to-month,59.89,81,Bank transfer (automatic),1,1
2913,,Male,72,Month-to-month,65.34,101,Bank transfer (automatic),0,0
2914,43,Male,59,Two year,50.71,46,Bank transfer (automatic),1,0
2915,75,Female,53,One year,89.03,130,Electronic check,0,0
2916,34,Female,41,Two year,,112,Bank transfer (automatic),0,0
2917,34,Male,48,One year,31.27,112,Bank transfer (automatic),2,0
2918,42,Male,1,One year,77.4,42,,2,1
2919,40,Male,40,Month-to-month,89.61,102,Electronic check,2,1
2920,51,Non-binary,19,One year,85.33,65,Electronic check,,0
2921,49,Male,40,Two year,73.02,42,Credit card (automatic),0,0
2922,51,Female,36,Two year,47.86,87,Bank transfer (automatic),1,0
2923,54,Male,51,Two year,98.03,,Credit card (automatic),1,0
2924,67,Male,41,Two year,81.68,77,Credit card (automatic),0,1
2925,52,Male,67,Month-to-month,63.88,120,Electronic check,3,1
2926,,Male,28,Two year,48.29,74,Electronic check,,0
2927,56,Male,34,Month-to-month,58.39,51,Bank transfer (automatic),0,0
2928,67,Male,14,One year,77.01,,Electronic check,0,0
2929,42,Non-binary,41,Two year,49.1,,Credit card (automatic),0,0
2930,75,Male,26,One year,78.23,69,Bank transfer (automatic),0,0
2931,19,Female,38,Two year,62.32,131,Electronic check,0,0
2932,44,Male,22,Month-to-month,86.52,62,Credit card (automatic),4,0
2933,18,Male,27,Two year,77.62,121,Electronic check,0,0
2934,64,Male,31,One year,49.57,65,Credit card (automatic),2,0
2935,71,Male,48,One year,112.2,59,Electronic check,0,0
2936,59,Female,15,Month-to-month,97.05,75,Credit card (automatic),2,0
2937,42,Male,24,Month-to-month,97.17,56,Bank transfer (automatic),0,1
2938,39,Female,16,Two year,69.84,40,Bank transfer (automatic),0,0
2939,45,Male,23,Month-to-month,46.51,56,Electronic check,0,1
2940,56,Female,53,Month-to-month,41.25,101,Credit card (automatic),4,0
2941,31,Male,36,Month-to-month,28.97,64,Bank transfer (automatic),5,0
2942,43,Male,34,One year,84.82,53,Mailed check,1,0
2943,55,Male,35,Month-to-month,77.77,18,Electronic check,3,1
2944,61,Female,29,Month-to-month,77.21,33,Electronic check,0,1
2945,30,Female,,Month-to-month,69.69,41,Bank transfer (automatic),,1
2946,61,Male,47,One year,38.34,,Bank transfer (automatic),1,0
2947,34,Female,13,Month-to-month,62.84,5,Bank transfer (automatic),2,1
2948,52,Female,31,Two year,93.35,33,Bank transfer (automatic),0,0
2949,24,Female,35,Two year,39.65,48,Bank transfer (automatic),3,0
2950,41,Non-binary,,Two year,89.02,99,Credit card (automatic),0,0
2951,21,Male,28,Two year,94.54,82,Electronic check,1,1
2952,75,Female,72,Two year,58.56,62,Credit card (automatic),0,0
2953,57,Male,30,Two year,109.32,84,Bank transfer (automatic),0,0
2954,18,Male,31,Two year,79.26,105,Bank transfer (automatic),0,1
2955,75,Female,57,,66.3,86,Electronic check,0,0
2956,74,Male,41,Month-to-month,76.85,106,Credit card (automatic),0,0
2957,47,Female,72,Two year,59.01,102,Electronic check,3,0
2958,57,Male,41,Month-to-month,70.61,111,Bank transfer (automatic),0,0
2959,39,Male,17,Month-to-month,86.98,73,Credit card (automatic),4,0
2960,44,Male,30,Two year,95.14,35,Bank transfer (automatic),2,0
2961,,Male,1,Two year,103.2,84,Bank transfer (automatic),0,0
2962,36,Female,40,Month-to-month,105.48,60,Electronic check,0,0
2963,42,Female,24,Two year,98.86,1,Bank transfer (automatic),0,1
2964,46,Male,48,Month-to-month,97.13,74,Credit card (automatic),0,0
2965,37,Male,13,Month-to-month,78.55,74,Bank transfer (automatic),4,0
2966,45,Female,63,One year,224.5258597628777,72,Credit card (automatic),0,0
2967,19,Female,40,Two year,92.72,68,Bank transfer (automatic),0,0
2968,37,Male,1,Month-to-month,95.89,72,Credit card (automatic),1,1
2969,33,Female,33,Two year,77.84,116,Credit card (automatic),1,0
2970,19,Male,21,Two year,130,40,Electronic check,0,1
2971,41,Non-binary,49,Two year,105.44,47,Credit card (automatic),0,0
2972,23,Female,1,Month-to-month,59.08,1,Bank transfer (automatic),2,1
2973,75,Male,,Month-to-month,51.96,132,Credit card (automatic),3,1
2974,75,Female,42,One year,90.41,127,Electronic check,,0
2975,,Female,19,Two year,42.39,68,Bank transfer (automatic),,0
2976,48,Male,63,One year,58.1,130,Electronic check,0,0
2977,33,Male,27,Two year,113.87,,Bank transfer (automatic),0,0
2978,34,Male,40,One year,68.92,143,Credit card (automatic),2,0
2979,53,Male,41,Two year,83.66,123,Bank transfer (automatic),1,0
2980,62,Non-binary,37,Month-to-month,75.42,62,Electronic check,2,0
2981,46,Female,,Two year,75.93,131,Electronic check,0,0
2982,39,Male,,One year,59.88,65,Bank transfer (automatic),0,0
2983,47,Male,19,Month-to-month,94.51,49,Electronic check,0,1
2984,,Female,13,One year,30.01,62,Bank transfer (automatic),0,1
2985,29,Male,22,Month-to-month,72.31,56,Bank transfer (automatic),0,0
2986,33,Male,,Two year,27.32,55,Bank transfer (automatic),0,0
2987,75,Female,26,Two year,,52,Bank transfer (automatic),0,0
2988,,Male,12,Month-to-month,88.49,,,1,1
2989,43,Female,,One year,35.31,109,Electronic check,4,0
2990,46,Male,72,One year,37.86,113,Bank transfer (automatic),0,0
2991,29,Female,62,,46.76,71,Electronic check,4,0
2992,34,Female,42,,69.5,,Credit card (automatic),2,1
2993,37,Male,51,Two year,53.26,99,Bank transfer (automatic),2,1
2994,18,Female,15,Two year,34.26,111,Credit card (automatic),3,0
2995,18,Female,25,,61.57,47,Electronic check,0,0
2996,51,Female,30,Month-to-month,106.64,83,Bank transfer (automatic),1,0
2997,18,Male,34,One year,103.82,106,Credit card (automatic),2,0
2998,42,Female,28,Month-to-month,65.42,73,Electronic check,1,0
2999,34,Female,32,One year,76.94,89,Electronic check,0,0
3000,33,Male,37,Two year,76.92,9,Credit card (automatic),0,0
3001,22,Female,13,Two year,81.62,61,Electronic check,2,1
3002,59,Male,20,Two year,59.73,88,Bank transfer (automatic),4,0
3003,75,Male,57,One year,51.47,112,Bank transfer (automatic),0,0
3004,35,Female,33,One year,31.74,51,Electronic check,2,1
3005,22,Female,27,Two year,55.6,,Bank transfer (automatic),5,0
3006,44,Female,,One year,67.8,97,Electronic check,2,0
3007,39,Female,56,Two year,66.81,87,Bank transfer (automatic),,0
3008,21,Male,60,Month-to-month,46.46,70,Credit card (automatic),1,0
3009,48,Male,45,Month-to-month,72.69,68,Bank transfer (automatic),,0
3010,60,Male,52,Two year,82.41,24,Credit card (automatic),4,0
3011,56,Female,34,Two year,60.64,109,Electronic check,,0
3012,41,Female,27,Month-to-month,,76,Bank transfer (automatic),2,0
3013,57,Female,23,Month-to-month,82.33,60,Bank transfer (automatic),2,1
3014,40,Female,40,Month-to-month,49.24,72,Credit card (automatic),0,0
3015,43,Female,46,Two year,88.95,88,Credit card (automatic),0,0
3016,,Male,35,,79.78,,Bank transfer (automatic),0,0
3017,18,Female,19,Month-to-month,117.64,33,Electronic check,1,0
3018,71,Female,39,Two year,86.5,,Electronic check,1,1
3019,40,Non-binary,64,One year,57.64,58,Electronic check,0,0
3020,56,Female,57,One year,32.33,75,Bank transfer (automatic),0,0
3021,33,Female,34,One year,106.92,93,Electronic check,0,0
3022,58,Non-binary,9,One year,38.58,86,Bank transfer (automatic),0,0
3023,75,Male,53,Two year,53.69,71,Electronic check,2,1
3024,31,Male,39,Two year,52.92,51,,0,1
3025,75,Non-binary,49,One year,59.18,86,Bank transfer (automatic),2,0
3026,45,Non-binary,47,Two year,59.96,96,Credit card (automatic),0,0
3027,31,Male,29,One year,66.24,91,Electronic check,0,0
3028,18,Male,41,Two year,80.72,96,Credit card (automatic),,0
3029,47,Female,54,Month-to-month,98.44,76,Credit card (automatic),4,1
3030,28,Male,,Two year,103.01,35,Electronic check,0,1
3031,61,Non-binary,65,Two year,42.58,91,Credit card (automatic),0,0
3032,54,Female,40,Two year,72.71,,Electronic check,3,0
3033,26,Male,23,Month-to-month,,70,Credit card (automatic),2,1
3034,46,Female,49,,84.53,84,Electronic check,3,0
3035,25,Male,36,Month-to-month,91.73,54,Electronic check,1,1
3036,24,Female,15,One year,,92,Bank transfer (automatic),0,0
3037,21,Male,40,Month-to-month,115.01,114,Electronic check,1,0
3038,,Male,24,Month-to-month,87.83,0,Bank transfer (automatic),0,1
3039,53,Female,42,,57.88,90,Bank transfer (automatic),4,0
3040,52,Female,54,One year,21.88,78,Credit card (automatic),0,0
3041,75,Female,34,Two year,94.2,115,Bank transfer (automatic),1,0
3042,18,Female,30,Month-to-month,71.94,56,Bank transfer (automatic),0,1
3043,61,Male,37,Two year,99.19,92,Credit card (automatic),3,1
3044,,Female,44,Two year,63.39,55,Credit card (automatic),,0
3045,19,Male,16,Two year,101.02,13,Credit card (automatic),,1
3046,59,Male,30,Two year,57.08,26,Credit card (automatic),0,0
3047,57,Female,25,Two year,52.02,307.5595892802906,Bank transfer (automatic),1,1
3048,32,Male,20,Two year,61.1,101,Bank transfer (automatic),,0
3049,,Female,57,Two year,48.34,124,Electronic check,1,0
3050,29,Male,1,Two year,99.86,71,Bank transfer (automatic),3,1
3051,88,Male,47,One year,53.16,27,Bank transfer (automatic),1,1
3052,44,Male,32,Two year,77.85,,Electronic check,1,0
3053,32,Male,38,One year,129.92,59,Electronic check,0,0
3054,,Male,60,Month-to-month,63.74,65,Electronic check,0,0
3055,28,Male,6,Two year,90.31,106,Credit card (automatic),0,0
3056,28,Male,41,One year,69.22,63,Bank transfer (automatic),2,1
3057,36,Female,66,Two year,58.54,95,Electronic check,0,0
3058,42,Male,13,Month-to-month,66.5,37,,0,0
3059,,Male,39,Month-to-month,61.91,46,Electronic check,1,1
3060,37,Male,55,Month-to-month,46.74,54,Credit card (automatic),0,0
3061,18,Female,37,Two year,53.15,,Electronic check,0,0
3062,55,Female,38,Two year,65.06,102,Credit card (automatic),0,0
3063,30,Male,23,Two year,61.6,80,Bank transfer (automatic),0,0
3064,19,Female,21,Month-to-month,82.94,45,Mailed check,0,0
3065,52,Female,59,Two year,49.4,104,,0,0
3066,49,Male,36,Two year,86.72,92,Electronic check,0,0
3067,56,Male,,Two year,111.18,42,Credit card (automatic),0,1
3068,43,Male,40,Month-to-month,,42,Credit card (automatic),0,0
3069,71,Female,51,Two year,91.31,117,Bank transfer (automatic),0,0
3070,36,Female,45,Two year,73.95,,Bank transfer (automatic),19,0
3071,66,Male,33,One year,83.44,94,Credit card (automatic),0,0
3072,55,Male,56,One year,32.21,107,Bank transfer (automatic),0,0
3073,52,Female,62,Two year,40.25,105,Electronic check,0,0
3074,18,Male,41,Two year,49.46,64,Electronic check,0,0
3075,54,Male,31,One year,67.91,,Bank transfer (automatic),0,0
3076,46,Female,52,Two year,36.38,82,Credit card (automatic),1,0
3077,39,Male,72,Two year,75.73,147,Electronic check,0,0
3078,60,Male,44,Month-to-month,83.74,113,Credit card (automatic),2,1
3079,67,Male,48,Month-to-month,59.73,126,Electronic check,2,0
3080,35,Male,31,,90.66,106,Credit card (automatic),0,0
3081,41,Female,37,Month-to-month,75.15,89,Electronic check,0,0
3082,44,Male,11,,113.67,30,Bank transfer (automatic),2,1
3083,37,Male,55,One year,88.5,86,Credit card (automatic),0,0
3084,37,Male,32,Two year,64.38,21,Credit card (automatic),0,0
3085,30,Male,18,Month-to-month,79.12,84,Electronic check,2,0
3086,,Female,35,One year,71.75,86,Credit card (automatic),0,0
3087,,Male,53,Two year,37.21,81,Electronic check,0,0
3088,40,Male,8,Month-to-month,91.58,32,Electronic check,,0
3089,42,Female,46,Two year,52.24,53,Bank transfer (automatic),2,0
3090,24,Male,25,Two year,61.97,51,Credit card (automatic),3,0
3091,47,Male,38,Month-to-month,112.03,89,Credit card (automatic),1,1
3092,55,Female,31,One year,62.61,64,Electronic check,1,0
3093,64,Male,69,Month-to-month,71.3,70,Credit card (automatic),2,0
3094,39,Male,39,Month-to-month,105.57,125,Electronic check,1,1
3095,75,Male,34,One year,-10,148,Credit card (automatic),0,0
3096,70,Female,64,,71.16,54,Bank transfer (automatic),0,0
3097,65,Male,52,One year,57.07,58,Bank transfer (automatic),,0
3098,59,Female,26,Two year,96.61,73,Credit card (automatic),0,0
3099,64,Female,11,Two year,48.12,114,Electronic check,0,0
3100,55,Male,43,Two year,84.54,81,Bank transfer (automatic),1,1
3101,75,Female,30,Two year,79.74,108,Electronic check,0,0
3102,56,Female,46,Two year,76.39,88,Bank transfer (automatic),0,0
3103,38,Female,21,Month-to-month,68.51,126,Electronic check,2,0
3104,37,Male,36,Month-to-month,106.63,34,Bank transfer (automatic),3,0
3105,53,Male,9,Two year,100.91,92,Electronic check,0,0
3106,26,Female,30,One year,57.88,,Bank transfer (automatic),3,0
3107,42,Non-binary,24,Two year,58.2,89,Bank transfer (automatic),2,0
3108,32,Male,46,Month-to-month,45.75,39,Credit card (automatic),0,0
3109,37,Female,42,One year,123.74,37,Electronic check,3,0
3110,25,Female,32,Month-to-month,75.78,62,Electronic check,1,0
3111,41,Female,23,Two year,72.49,19,Electronic check,,1
3112,42,Male,32,One year,55.08,162.52213640204442,Electronic check,0,0
3113,18,Male,13,Two year,63.58,84,Electronic check,2,1
3114,75,Non-binary,40,Month-to-month,63.98,51,Credit card (automatic),0,1
3115,39,Female,29,Two year,44.95,87,Credit card (automatic),0,0
3116,30,Female,28,Two year,90.79,91,Bank transfer (automatic),1,0
3117,62,Female,17,Month-to-month,76.96,111,Credit card (automatic),1,1
3118,72,Male,67,One year,92.92,128,Bank transfer (automatic),1,0
3119,66,Female,57,One year,58.53,100,Bank transfer (automatic),-2,0
3120,55,Male,18,Month-to-month,67.83,58,,0,0
3121,44,Male,,Month-to-month,78.67,101,Electronic check,0,0
3122,51,Male,45,Two year,91.91,94,Credit card (automatic),0,1
3123,50,Female,55,Two year,90.46,21,Credit card (automatic),4,0
3124,47,Female,43,Month-to-month,87.01,,Bank transfer (automatic),1,0
3125,34,Female,22,Month-to-month,,99,Credit card (automatic),-2,0
3126,48,Female,7,Month-to-month,78.77,44,Bank transfer (automatic),1,1
3127,58,Female,29,One year,51.93,107,Bank transfer (automatic),0,0
3128,44,Female,57,Month-to-month,65.87,115,Electronic check,2,0
3129,21,Male,12,Two year,37.56,91,Bank transfer (automatic),2,1
3130,42,Male,44,One year,26.48,163,Bank transfer (automatic),0,0
3131,64,Female,31,Month-to-month,57.04,82,Electronic check,,0
3132,37,Female,1,One year,95.01,0,Electronic check,1,0
3133,43,Male,36,One year,52.97,100,Bank transfer (automatic),0,0
3134,58,Male,44,Two year,77.76,95,Bank transfer (automatic),2,0
3135,63,Female,38,One year,34.8,115,Credit card (automatic),3,0
3136,75,Female,61,One year,44.99,32,Credit card (automatic),1,0
3137,18,Male,29,One year,71.77,67,Bank transfer (automatic),0,0
3138,55,Female,46,Month-to-month,,89,Bank transfer (automatic),0,1
3139,18,Male,23,Month-to-month,104.54,90,Bank transfer (automatic),0,0
3140,36,Male,60,Month-to-month,53.91,149,Electronic check,1,0
3141,43,Male,1,Month-to-month,76.99,17,,3,1
3142,,Male,31,One year,44.64,78,Bank transfer (automatic),0,0
3143,37,Male,,Month-to-month,89.62,106,Electronic check,0,0
3144,,Female,18,One year,62.87,92,Electronic check,0,0
3145,29,Non-binary,26,Month-to-month,70.78,55,Bank transfer (automatic),4,0
3146,24,Female,28,Two year,75.74,38,Electronic check,1,0
3147,18,Female,57,Month-to-month,39.36,83,Credit card (automatic),3,0
3148,34,Female,48,Two year,89.76,45,Credit card (automatic),2,0
3149,21,Female,26,Two year,79.15,94,Bank transfer (automatic),4,0
3150,39,Male,49,One year,78.5,122,Bank transfer (automatic),0,0
3151,57,Female,4,Two year,85.05,91,,1,0
3152,29,Male,13,Month-to-month,109.17,4,Bank transfer (automatic),0,1
3153,52,Female,38,Two year,52.97,26,Bank transfer (automatic),0,0
3154,31,Female,45,Month-to-month,59.27,67,Electronic check,2,0
3155,30,Female,10,Two year,122.45,49,Bank transfer (automatic),3,1
3156,22,Male,40,Month-to-month,49.56,46,Bank transfer (automatic),0,0
3157,51,Male,26,Month-to-month,52.68,70,Electronic check,0,0
3158,59,Male,58,One year,50.87,158,Electronic check,0,0
3159,20,Male,35,Two year,102.1,41,Credit card (automatic),0,1
3160,34,Male,41,One year,76.76,43,Credit card (automatic),0,0
3161,75,Female,30,Two year,55.27,96,Electronic check,16,0
3162,75,Female,47,Month-to-month,71.5,91,Credit card (automatic),1,0
3163,50,Female,31,Month-to-month,92.34,89,Credit card (automatic),0,0
3164,41,Male,37,Month-to-month,62.71,42,Bank transfer (automatic),2,0
3165,35,Female,26,Two year,68.99,30,Bank transfer (automatic),3,1
3166,43,Female,15,Two year,,33,Electronic check,4,1
3167,49,Female,35,Two year,59.64,50,Bank transfer (automatic),1,0
3168,40,Male,42,Two year,84.7,,Bank transfer (automatic),0,0
3169,61,Female,9,Month-to-month,70.56,95,Bank transfer (automatic),2,0
3170,25,Female,24,Two year,120.21,49,Electronic check,0,1
3171,59,Non-binary,24,One year,50.21,87,Credit card (automatic),0,0
3172,40,Female,27,Two year,99.22,,Credit card (automatic),2,1
3173,46,Male,45,One year,48.01,109,Electronic check,0,0
3174,61,Female,5,Two year,69.62,77,,5,1
3175,25,Male,53,Month-to-month,,68,Credit card (automatic),0,0
3176,33,Female,2,Month-to-month,118.86,27,Electronic check,3,1
3177,50,Female,24,Month-to-month,61.16,84,Bank transfer (automatic),0,0
3178,75,Female,24,Month-to-month,70.36,91,Credit card (automatic),0,0
3179,47,Female,72,Two year,43.2,82,Credit card (automatic),0,0
3180,63,Female,39,Month-to-month,86.02,86,Bank transfer (automatic),0,0
3181,,Female,43,One year,91.78,85,,0,0
3182,32,Male,31,Month-to-month,45.37,99,Credit card (automatic),0,1
3183,35,Female,22,Two year,123.65,,Mailed check,1,0
3184,52,Female,16,One year,79.52,39,Bank transfer (automatic),0,0
3185,51,Male,41,Two year,,53,Bank transfer (automatic),0,1
3186,55,Female,37,Two year,64.46,110,Credit card (automatic),0,1
3187,84,Female,45,,78.52,65,Electronic check,0,1
3188,40,Male,61,Month-to-month,67.33,80,Credit card (automatic),0,0
3189,75,Male,46,Two year,20,87,Bank transfer (automatic),0,0
3190,,Female,34,Two year,86.8,76,Credit card (automatic),0,0
3191,53,Male,45,Month-to-month,78.5,66,Bank transfer (automatic),,0
3192,55,Female,72,Two year,67.16,126,Bank transfer (automatic),19,0
3193,30,Female,43,Two year,64.35,51,Credit card (automatic),,0
3194,18,Non-binary,13,Month-to-month,94.76,24,Bank transfer (automatic),0,0
3195,30,Female,18,Month-to-month,55.5,63,Bank transfer (automatic),5,1
3196,20,Female,28,One year,84.45,121,Bank transfer (automatic),3,0
3197,31,Male,15,Month-to-month,74.54,24,Electronic check,5,1
3198,43,Female,49,Month-to-month,73.78,43,,0,0
3199,53,Male,19,Two year,61.39,96,Credit card (automatic),0,0
3200,53,Male,55,Month-to-month,,95,Bank transfer (automatic),0,1
3201,56,Female,51,Month-to-month,71.78,48,Credit card (automatic),0,0
